post_id,permalink,datetime_utc,owner_username,location_name,final_model_version,category,confidence,meal_type,cuisines,content_type,needs_review,rationale,entities_json,selected_processed_at,refreshed_at
3828992055016787326,https://www.instagram.com/p/DUjT_y3EY1-/,2026-02-09T21:13:03+00:00,atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,dinner,0.737,dinner,,food_spot,0,dry_run_keep_source,"{""meal_type"": ""dinner"", ""cuisines"": [], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": null}, ""signals"": {""source_model_version"": ""nlp-refined-v1"", ""baseline_meal_type"": ""dinner"", ""baseline_cuisines"": [], ""baseline_content_type"": ""food_spot"", ""baseline_confidence"": 0.737}, ""metadata"": {""hashtags"": [], ""mentions"": [""atllovesmo"", ""calebjgrubb"", ""chefjaredwarwick"", ""majinbeen"", ""wickandnicks""], ""llm_model"": ""gpt-4.1-mini"", ""llm_base_url"": ""https://api.openai.com/v1"", ""refined_from"": ""nlp-refined-v1""}, ""refinement"": {""llm_raw"": {""meal_type"": ""dinner"", ""cuisines"": [], ""content_type"": ""food_spot"", ""confidence"": 0.737, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}}",2026-04-18 22:37:26,2026-04-20 18:58:42
3824470145968980272,https://www.instagram.com/p/DUTP1W4kUEw/,2026-02-03T15:26:30+00:00,atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,dinner,0.702,dinner,mediterranean,food_spot,0,dry_run_keep_source,"{""meal_type"": ""dinner"", ""cuisines"": [""mediterranean""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": null}, ""signals"": {""source_model_version"": ""nlp-refined-v1"", ""baseline_meal_type"": ""dinner"", ""baseline_cuisines"": [""mediterranean""], ""baseline_content_type"": ""food_spot"", ""baseline_confidence"": 0.702}, ""metadata"": {""hashtags"": [], ""mentions"": [""atllovesmo"", ""ela.atlanta""], ""llm_model"": ""gpt-4.1-mini"", ""llm_base_url"": ""https://api.openai.com/v1"", ""refined_from"": ""nlp-refined-v1""}, ""refinement"": {""llm_raw"": {""meal_type"": ""dinner"", ""cuisines"": [""mediterranean""], ""content_type"": ""food_spot"", ""confidence"": 0.702, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}}",2026-04-18 22:37:26,2026-04-20 18:58:42
3823040527248495157,https://www.instagram.com/p/DUOKxqskZI1/,2026-02-01T16:06:46+00:00,atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,drinks,0.63,drinks,coffee_cafe,food_spot,0,dry_run_keep_source,"{""meal_type"": ""drinks"", ""cuisines"": [""coffee_cafe""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": null}, ""signals"": {""source_model_version"": ""nlp-refined-v1"", ""baseline_meal_type"": ""drinks"", ""baseline_cuisines"": [""coffee_cafe""], ""baseline_content_type"": ""food_spot"", ""baseline_confidence"": 0.63}, ""metadata"": {""hashtags"": [], ""mentions"": [""switchyards""], ""llm_model"": ""gpt-4.1-mini"", ""llm_base_url"": ""https://api.openai.com/v1"", ""refined_from"": ""nlp-refined-v1""}, ""refinement"": {""llm_raw"": {""meal_type"": ""drinks"", ""cuisines"": [""coffee_cafe""], ""content_type"": ""food_spot"", ""confidence"": 0.63, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}}",2026-04-18 22:37:26,2026-04-20 18:58:42
3821529141678784879,https://www.instagram.com/p/DUIzIHMkUFv/,2026-01-30T14:03:15+00:00,atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,unknown,0.63,unknown,,food_spot,0,dry_run_keep_source,"{""meal_type"": ""unknown"", ""cuisines"": [], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": null}, ""signals"": {""source_model_version"": ""nlp-refined-v1"", ""baseline_meal_type"": ""unknown"", ""baseline_cuisines"": [], ""baseline_content_type"": ""food_spot"", ""baseline_confidence"": 0.63}, ""metadata"": {""hashtags"": [""atlthingstodo""], ""mentions"": [], ""llm_model"": ""gpt-4.1-mini"", ""llm_base_url"": ""https://api.openai.com/v1"", ""refined_from"": ""nlp-refined-v1""}, ""refinement"": {""llm_raw"": {""meal_type"": ""unknown"", ""cuisines"": [], ""content_type"": ""food_spot"", ""confidence"": 0.63, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}}",2026-04-18 22:37:26,2026-04-20 18:58:42
3821037667698722836,https://www.instagram.com/p/DUHDYOYkcgU/,2026-01-29T21:50:54+00:00,atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,dinner,0.795,dinner,,food_spot,0,dry_run_keep_source,"{""meal_type"": ""dinner"", ""cuisines"": [], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": null}, ""signals"": {""source_model_version"": ""nlp-refined-v1"", ""baseline_meal_type"": ""dinner"", ""baseline_cuisines"": [], ""baseline_content_type"": ""food_spot"", ""baseline_confidence"": 0.795}, ""metadata"": {""hashtags"": [], ""mentions"": [""atllovesmo"", ""zakiarestaurant""], ""llm_model"": ""gpt-4.1-mini"", ""llm_base_url"": ""https://api.openai.com/v1"", ""refined_from"": ""nlp-refined-v1""}, ""refinement"": {""llm_raw"": {""meal_type"": ""dinner"", ""cuisines"": [], ""content_type"": ""food_spot"", ""confidence"": 0.795, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}}",2026-04-18 22:37:26,2026-04-20 18:58:42
3820302323453907103,https://www.instagram.com/p/DUEcLjsEdCf/,2026-01-28T21:36:07+00:00,atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,drinks,0.613,drinks,italian,food_spot,0,dry_run_keep_source,"{""meal_type"": ""drinks"", ""cuisines"": [""italian""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": null}, ""signals"": {""source_model_version"": ""nlp-refined-v1"", ""baseline_meal_type"": ""drinks"", ""baseline_cuisines"": [""italian""], ""baseline_content_type"": ""food_spot"", ""baseline_confidence"": 0.613}, ""metadata"": {""hashtags"": [""atlblog"", ""atleats"", ""mistero1"", ""mistero1pizza""], ""mentions"": [""mistero1pizza.""], ""llm_model"": ""gpt-4.1-mini"", ""llm_base_url"": ""https://api.openai.com/v1"", ""refined_from"": ""nlp-refined-v1""}, ""refinement"": {""llm_raw"": {""meal_type"": ""drinks"", ""cuisines"": [""italian""], ""content_type"": ""food_spot"", ""confidence"": 0.613, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}}",2026-04-18 22:37:26,2026-04-20 18:58:42
3819489455401701228,https://www.instagram.com/p/DUBjWxUkY9s/,2026-01-27T18:32:40+00:00,atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,event,0.658,drinks,seafood,event,0,dry_run_keep_source,"{""meal_type"": ""drinks"", ""cuisines"": [""seafood""], ""content_type"": ""event"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": null}, ""signals"": {""source_model_version"": ""nlp-refined-v1"", ""baseline_meal_type"": ""drinks"", ""baseline_cuisines"": [""seafood""], ""baseline_content_type"": ""event"", ""baseline_confidence"": 0.658}, ""metadata"": {""hashtags"": [], ""mentions"": [""breakaway"", ""breakawayatl"", ""centerparcatl.""], ""llm_model"": ""gpt-4.1-mini"", ""llm_base_url"": ""https://api.openai.com/v1"", ""refined_from"": ""nlp-refined-v1""}, ""refinement"": {""llm_raw"": {""meal_type"": ""drinks"", ""cuisines"": [""seafood""], ""content_type"": ""event"", ""confidence"": 0.658, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}}",2026-04-18 22:37:26,2026-04-20 18:58:42
3815956956218231054,https://www.instagram.com/p/DT1AKJFkYkO/,2026-01-22T21:32:19+00:00,atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,unknown,0.63,unknown,,food_spot,0,dry_run_keep_source,"{""meal_type"": ""unknown"", ""cuisines"": [], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": null}, ""signals"": {""source_model_version"": ""nlp-refined-v1"", ""baseline_meal_type"": ""unknown"", ""baseline_cuisines"": [], ""baseline_content_type"": ""food_spot"", ""baseline_confidence"": 0.63}, ""metadata"": {""hashtags"": [], ""mentions"": [""atllovesmo""], ""llm_model"": ""gpt-4.1-mini"", ""llm_base_url"": ""https://api.openai.com/v1"", ""refined_from"": ""nlp-refined-v1""}, ""refinement"": {""llm_raw"": {""meal_type"": ""unknown"", ""cuisines"": [], ""content_type"": ""food_spot"", ""confidence"": 0.63, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}}",2026-04-18 22:37:26,2026-04-20 18:58:42
3814510269046007303,https://www.instagram.com/p/DTv3OEqkSYH/,2026-01-20T21:38:34+00:00,atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,lunch,0.63,lunch,,food_spot,0,dry_run_keep_source,"{""meal_type"": ""lunch"", ""cuisines"": [], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": null}, ""signals"": {""source_model_version"": ""nlp-refined-v1"", ""baseline_meal_type"": ""lunch"", ""baseline_cuisines"": [], ""baseline_content_type"": ""food_spot"", ""baseline_confidence"": 0.63}, ""metadata"": {""hashtags"": [], ""mentions"": [""amandaleathomasaesthetic"", ""ayamedicalspa"", ""colonysquareatl"", ""lushnailbar_colonysquare."", ""sweetgreen""], ""llm_model"": ""gpt-4.1-mini"", ""llm_base_url"": ""https://api.openai.com/v1"", ""refined_from"": ""nlp-refined-v1""}, ""refinement"": {""llm_raw"": {""meal_type"": ""lunch"", ""cuisines"": [], ""content_type"": ""food_spot"", ""confidence"": 0.63, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}}",2026-04-18 22:37:26,2026-04-20 18:58:42
3814325484596097499,https://www.instagram.com/p/DTvNNGvEfHb/,2026-01-20T15:30:52+00:00,atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,unknown,0.63,unknown,,food_spot,0,dry_run_keep_source,"{""meal_type"": ""unknown"", ""cuisines"": [], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": null}, ""signals"": {""source_model_version"": ""nlp-refined-v1"", ""baseline_meal_type"": ""unknown"", ""baseline_cuisines"": [], ""baseline_content_type"": ""food_spot"", ""baseline_confidence"": 0.63}, ""metadata"": {""hashtags"": [], ""mentions"": [], ""llm_model"": ""gpt-4.1-mini"", ""llm_base_url"": ""https://api.openai.com/v1"", ""refined_from"": ""nlp-refined-v1""}, ""refinement"": {""llm_raw"": {""meal_type"": ""unknown"", ""cuisines"": [], ""content_type"": ""food_spot"", ""confidence"": 0.63, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}}",2026-04-18 22:37:26,2026-04-20 18:58:42
3811408367806673417,https://www.instagram.com/p/DTk17eBEXIJ/,2026-01-16T14:55:05+00:00,atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,dinner,0.704,dinner,,food_spot,0,dry_run_keep_source,"{""meal_type"": ""dinner"", ""cuisines"": [], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": null}, ""signals"": {""source_model_version"": ""nlp-refined-v1"", ""baseline_meal_type"": ""dinner"", ""baseline_cuisines"": [], ""baseline_content_type"": ""food_spot"", ""baseline_confidence"": 0.704}, ""metadata"": {""hashtags"": [], ""mentions"": [""atllovesmo""], ""llm_model"": ""gpt-4.1-mini"", ""llm_base_url"": ""https://api.openai.com/v1"", ""refined_from"": ""nlp-refined-v1""}, ""refinement"": {""llm_raw"": {""meal_type"": ""dinner"", ""cuisines"": [], ""content_type"": ""food_spot"", ""confidence"": 0.704, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}}",2026-04-18 22:37:26,2026-04-20 18:58:42
3810959654764270791,https://www.instagram.com/p/DTjP51bkdTH/,2026-01-16T00:10:29+00:00,atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,event,0.705,dinner,bakery|italian,event,0,dry_run_keep_source,"{""meal_type"": ""dinner"", ""cuisines"": [""bakery"", ""italian""], ""content_type"": ""event"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": null}, ""signals"": {""source_model_version"": ""nlp-refined-v1"", ""baseline_meal_type"": ""dinner"", ""baseline_cuisines"": [""bakery"", ""italian""], ""baseline_content_type"": ""event"", ""baseline_confidence"": 0.705}, ""metadata"": {""hashtags"": [], ""mentions"": [""atllovesmo"", ""lylalilaatl"", ""michelinguide""], ""llm_model"": ""gpt-4.1-mini"", ""llm_base_url"": ""https://api.openai.com/v1"", ""refined_from"": ""nlp-refined-v1""}, ""refinement"": {""llm_raw"": {""meal_type"": ""dinner"", ""cuisines"": [""bakery"", ""italian""], ""content_type"": ""event"", ""confidence"": 0.705, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}}",2026-04-18 22:37:26,2026-04-20 18:58:42
3808738872214541721,https://www.instagram.com/p/DTbW9MgkdWZ/,2026-01-12T22:35:17+00:00,atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,breakfast,0.642,breakfast,coffee_cafe,food_spot,0,dry_run_keep_source,"{""meal_type"": ""breakfast"", ""cuisines"": [""coffee_cafe""], ""content_type"": ""food_spot"", ""location"": {""name"": ""Atlanta, Georgia"", ""slug"": null}, ""signals"": {""source_model_version"": ""nlp-refined-v1"", ""baseline_meal_type"": ""breakfast"", ""baseline_cuisines"": [""coffee_cafe""], ""baseline_content_type"": ""food_spot"", ""baseline_confidence"": 0.642}, ""metadata"": {""hashtags"": [], ""mentions"": [""atllovesmo"", ""homegrownga."", ""storytellergoods""], ""llm_model"": ""gpt-4.1-mini"", ""llm_base_url"": ""https://api.openai.com/v1"", ""refined_from"": ""nlp-refined-v1""}, ""refinement"": {""llm_raw"": {""meal_type"": ""breakfast"", ""cuisines"": [""coffee_cafe""], ""content_type"": ""food_spot"", ""confidence"": 0.642, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}, ""needs_review"": false, ""rationale"": ""dry_run_keep_source""}}",2026-04-18 22:37:26,2026-04-20 18:58:42
