post_id,datetime_utc,permalink,caption,owner_username,location_name,final_model_version,category,meal_type,cuisines,content_type,confidence,needs_review,rationale
3828992055016787326,2026-02-09T21:13:03+00:00,https://www.instagram.com/p/DUjT_y3EY1-/,"My favorite dining experiences in atl are the ones not everyone knows about (so keep reading) 

& follow @atllovesmo for more gems 

If you love under-the-radar dining experiences, @wickandnicks is one to know. Hosted inside a quirky loft with a direct line of sight to the chefs, it’s intimate, creative, and very much a vibe.

Behind it are @chefjaredwarwick and @majinbeen, the minds behind Blueblood (octopus bar x boccalupo). Their tasting menu comes together course by course with some wildly imaginative dishes (that you can’t find anywhere else). 

They also collaborate with beverage pros to pair alongside each course - shout out @calebjgrubb for the fun and funky drinks 

If you’re looking for Valentine’s Day plans - grab the last few seats for 2/16 (it’s intimate and cozy and will def impress) @wickandnicks link in bio 💘

Share with your foodie friends 🫶 follow @wickandnicks bc seats are limited and the dinners sell out fast.",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,dinner,dinner,,food_spot,0.737,0,dry_run_keep_source
3824470145968980272,2026-02-03T15:26:30+00:00,https://www.instagram.com/p/DUTP1W4kUEw/,"for when you need a warm & cozy meal with people you love 

follow @atllovesmo bc this is going to be a good line up of places I’d take you in Atlanta 💌

Surely you all aren’t forgetting about @ela.atlanta in VaHi. It’s a beautiful Mediterranean spot with shareable mezze and charcoal grilled meats (need I say more?) 💫 they are always making changes to the menu - like their new odyssey spread with FIVE dips, like helllooo I’m in heaven. The lamb skewer is my favorite bite and not sure what they put in the orange creamsicle cocktail but surely it’s crack. Girls night out, date night, gaming with friends & fam - add to your list of places to explore in atl. 🫶

SAVE & SHARE with someone who would like this (everyone would like this)

Check the mo 🫶 ATL highlight for more",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,dinner,dinner,mediterranean,food_spot,0.702,0,dry_run_keep_source
3823040527248495157,2026-02-01T16:06:46+00:00,https://www.instagram.com/p/DUOKxqskZI1/,"This is how you start the year off right 👇

In case you missed it, @Switchyards opened their 13th location in Toco Hills and it might be the best one yet. They are nestled in between Wild Heaven & Spiller Park so you can grab an iced latte before work and a cold beer after.  There is also ample natural light and a great outdoor space to tap away at your computer. 

I never shut up about @switchyards because of the vibe (just look at it), the free BOTTOMLESS coffee/tea, the ridiculously fast internet, the fact you get member-only access to all of the clubs 24/7, the designated focus areas, the generous guest policy, and the bookable meeting spaces & phone booths. It’s a multi-use space where you can connect with others or really lock in. Guaranteed to get your best work done! 

Check out the link in bio to sign up and see what they’re all about!  You can visit any of the clubs anywhere (including other states as they’ve expanded to NC, Colorado, TN, & more!)✨

📍 2935 N Druid Hills Rd NE",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,drinks,drinks,coffee_cafe,food_spot,0.63,0,dry_run_keep_source
3821529141678784879,2026-01-30T14:03:15+00:00,https://www.instagram.com/p/DUIzIHMkUFv/,"🤍 a few ideas for this weekend and this month in atlanta, many different ways to support & show up (and stay warm) #atlthingstodo",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,unknown,unknown,,food_spot,0.63,0,dry_run_keep_source
3821037667698722836,2026-01-29T21:50:54+00:00,https://www.instagram.com/p/DUHDYOYkcgU/,"$500 GIFT CARD GIVEAWAY 💫  closed. for the perfect valentines or galentine‘s day plans

If @zakiarestaurant sn’t already on your go-to dinner list, this is your sign. Modern Middle Eastern flavors, beautiful cocktails, and an elevated ambiance - it’s actually perfect for date night or a long dinner with friends. Being me alll of the dips and spreads ✨

I’m teaming up with @zakiarestaurant to give ONE winner a $500 gift card, basically multiple incredible meals or why not ball out (& treat yourself) 🫶

How to enter:
1️⃣ Follow @atllovesmo x @zakiarestaurant 
2️⃣ Like this post
3️⃣ Tag who you’re taking with you (each tag = extra entry)
✨ Bonus: share to your story or hit the repost button 

Winner announced 2/4 - good luck 🤍
This giveaway is not affiliated with Instagram.",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,dinner,dinner,,food_spot,0.795,0,dry_run_keep_source
3820302323453907103,2026-01-28T21:36:07+00:00,https://www.instagram.com/p/DUEcLjsEdCf/,"Is this proof that eating well and eating pizza can coexist??

If you’re starting off the new year with a focus on eating well, I’m here to remind you about the always yummy, always fresh @mistero1pizza. ✨🍕 They have two locations, one in Buckhead and one in Sandy Springs. It’s pretty incredible because every pizza starts with fresh, high-quality ingredients (most imported from Italy or sourced locally), and everything is prepared fresh daily!

The pizzas are thin & crispy and made via 72-hour dough fermentation for a lighter, easier-to-digest crust. They’re known for the star shaped crust which earned the owner an O1 visa here in the states. They also avoid adding sugar or preservatives to the dough or sauces and carefully select ingredients like premium cheeses, fresh vegetables, and quality meats. I haven’t met a pizza I didn’t like there yet. My favorites being the Star Luca, Coffee Paola, Elisa, and Mimmo. 

And for anyone actually paying attention to what they’re eating this year, their nutritional facts button breaks down calories and macros, which is honestly such a win!

The pizza is on the Michelin recommended list for their original Miami location. So if you haven’t yet, you gotta go! 

No reservations needed, just show up hungry to @mistero1pizza. 📍6405 Blue Stone Rd Ste 240 Sandy Springs, GA 30328 📍 3699 Lenox Rd NE Ste 2, Atlanta, GA 30305

This post was made in collaboration with Mister O1 🫶

#MisterO1 #MisterO1Pizza #atlblog #atleats",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,drinks,drinks,italian,food_spot,0.613,0,dry_run_keep_source
3819489455401701228,2026-01-27T18:32:40+00:00,https://www.instagram.com/p/DUBjWxUkY9s/,"psa: one of Atlanta’s biggest EDM weekends is coming back & it has really leveled up.✨

@breakawayatl is here May 15th-16th and this year the Main Stage is INSIDE the football stadium at @centerparcatl. It’s going to be louder, bigger, and crazier, especially with artists like John Summit, Fisher, Mau P, and Kaskade. They’re bringing house, tech house, mainstage EDM, and bass-forward dance for a weekend full of dancing. I went to @breakaway last year & can confirm it’s a very goood time. Can’t wait for round two! 

Tickets on sale now @breakawayatl 🪩 see you there?? 

Send to your festie friends 💫
Link in bio 🎟️",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,event,drinks,seafood,event,0.658,0,dry_run_keep_source
3815956956218231054,2026-01-22T21:32:19+00:00,https://www.instagram.com/p/DT1AKJFkYkO/,"Grab your people for a cute galentines night out 💫 follow @atllovesmo for more gems 💌 the goals here are cute vibes, good food, and perfect photo ops",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,unknown,unknown,,food_spot,0.63,0,dry_run_keep_source
3814510269046007303,2026-01-20T21:38:34+00:00,https://www.instagram.com/p/DTv3OEqkSYH/,"p.s walkable self-care day instructions below 👇

Did a little reset day at @colonysquareatl and it was exactly what I needed (& the perfect start to 2026) 

First stop, @ayamedicalspa for a DiamondGlow facial with @amandaleathomasaesthetic and my skin was immediately smoother and glowier with no downtime (which I love). You can then wander over for lunch at @sweetgreen to try a new bowl because self-care also means feeding yourself. Treat yourself still counts when it’s healthy right?? 

This route is extremely walkable, because a few short steps from Sweet Green is @lushnailbar_colonysquare. Ended the day with a builder gel mani, which is my go-to when I want nails that actually stay strong and last.

If you’re looking for a low-stress way to fit in a little self-care without running all over the city, @colonysquareatl really makes it easy. New year energy, but in a fun & realistic way. 

SAVE & SHARE (& treat yourself) ✨",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,lunch,lunch,,food_spot,0.63,0,dry_run_keep_source
3814325484596097499,2026-01-20T15:30:52+00:00,https://www.instagram.com/p/DTvNNGvEfHb/,"weekend well spent in atl 🫶 swipeeee

follow for more Atlanta recs 💌 

need more activities to do in the city, what are your favorites?",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,unknown,unknown,,food_spot,0.63,0,dry_run_keep_source
3811408367806673417,2026-01-16T14:55:05+00:00,https://www.instagram.com/p/DTk17eBEXIJ/,"save for your valentine (or galentine) date night or just for funsies because these spots are great 🫶 a few of these I’ve drilled into you multiple times (do with that as you will). Tis the season to get dressed up and snuggle up at a cozy restaurant with a bottle of wine ✨ 

Follow @atllovesmo for more 💌

If I left off your go-to spot, let me know below",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,dinner,dinner,,food_spot,0.704,0,dry_run_keep_source
3810959654764270791,2026-01-16T00:10:29+00:00,https://www.instagram.com/p/DTjP51bkdTH/,"If you’re looking for a yummy italian experience in atl, this spot is a must-visit. 

follow @atllovesmo for more 💌

@lylalilaatl is consistently recognized in the Atlanta dining scene and even included in the @michelinguide recommended list. 
The menu leans Southern European with a creative, seasonal twist with house-made pastas and dishes I’m still thinking about. When I can’t keep my hands off of the bread (rosemary ciabatta, lavender honey-chili butter ), I know it’s going to be a good one. The squid ink spaghetti and crispy duck lasagna are fan favorites. 

The vibe is perfect for date night (walkability is high if you are seeing a show at Fox Theatre or want to wander down to El Vinedo Locale). It’s cozy & elevated with a great wine selection✨

Who’s adding this to their atl restaurant list?

Check the mo 🫶 atl highlight for more",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,event,dinner,bakery|italian,event,0.705,0,dry_run_keep_source
3808738872214541721,2026-01-12T22:35:17+00:00,https://www.instagram.com/p/DTbW9MgkdWZ/,"Your weekend plans 💫👇

Follow @atllovesmo for more💌

In case you’re looking for a casual, quirky spot for brunch & coffee this weekend head to @homegrownga. @storytellergoods recently opened up inside as well so you can grab your coffee as you wait for your table. It’s a much bigger space than I thought so you shouldn’t have to wait for long. They have classic, feel good breakfast items and a pretty extensive menu so you’re sure to find something you like. This is one of those gems people may be angry I’m telling you about, but the ppl need to know. 

They’re recommended by the Michelin guide just saying ~ 

Save & share 💫",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,breakfast,breakfast,coffee_cafe,food_spot,0.642,0,dry_run_keep_source
3807999009529871398,2026-01-11T22:03:51+00:00,https://www.instagram.com/p/DTYuuxsETwm/,"You know what time it is 👇

Follow @atllovesmo for more inspo 💌

There’s a cute new bar in the west end @thewestwoodatl and it’s one for your list. They have great bar food (insert mozz sticks and smash burger here) and a good margarita. It’s a very casual setting, you can play pool or hang outside. Vibes are good here ✨

@midcity.atl is such a gem in the heart of midtown with really incredible cocktails. Polled the audience and it’s home to a lot of people’s favorite espresso tini (get the coffee). They rolled out a new menu recently so you’ll have to go check it out. 

@brasseriemargotatl in the @fsatlanta is sure to make you feel like you’re in Paris. It’s a French restaurant with flirty cocktails and interactive tableside service. The interior is moody & warm with velvet and brass details everywhere with one of the most stunning bars I’ve seen.  Report back & let me know what you think. 

Save & share 🫶

#atlblog #atleats #atlfoodie",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,drinks,drinks,coffee_cafe,food_spot,0.829,0,dry_run_keep_source
3805849726701663739,2026-01-08T22:51:03+00:00,https://www.instagram.com/p/DTRGCmEkfX7/,"in case you’ve been craving pizza (or a new spot to yap) 

follow @atllovesmo for more 💌

@krogbar_pizza_ by Kevin Rathbun is a gem over on the cusp of Buckhead. It’s coal fired pizza in a cozy space with dim lighting (my favorite combo). They have pizzas, paninis, some healthy bites and a stocked bar. It’d make for a cute date night or spot to catch up with your friend. There are no reservations so keep that in mind when you go. 

Add this to your list for places to explore in 2026. ✨

🍕🍕🍕",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,dinner,dinner,italian,food_spot,0.659,0,dry_run_keep_source
3805108444152832572,2026-01-07T22:18:48+00:00,https://www.instagram.com/p/DTOdfg5kaI8/,"have you been to this new Thai restaurant in West Midtown yet?

follow @atllovesmo for more 💌

@pinklotusthai is a new Thai restaurant brought to life by the team behind @26thai which we all know is a well-loved local Thai restaurant around Atlanta. They can do no wrong, especially as the chef and team blend traditional Thai techniques with elevated presentations. 

The space has these beautiful lanterns and a spacious bar area perfect for date night. The menu features classics like wok & signature noodle dishes, plus dishes like the Bangkok branzino and rawaeng beef check curry. You must get a cute cocktail (or mocktail) and sticky rice pudding to end the meal. 

Parking is validated & easy. It’s in walking distance of painted duck or bar avize if you’re looking for a walkable date night. Add this to your list! 

save & share ✨",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,dinner,dinner,thai,food_spot,0.832,0,dry_run_keep_source
3804401703568138525,2026-01-06T22:58:54+00:00,https://www.instagram.com/p/DTL8zFcEeEd/,"for my dry (or wet) January friends 💫 PART ONE

Follow @atllovesmo for more 💌

Three sober date ideas if you’re looking for something different to do this year. First try a latte art class at @opocoffee. Respect to every barista out there because it is exponentially harder than it looks. We sucked, but at least we had fun 🥲🫶 I’m obsessed with the @thesupermarket.atl and you would be too if you finally went to an event. They host an array of activities in their underground space, and they’re all fun and quirky so add to your list. 🪩 @fernbankmuseum after dark is always a good time bc there is just something about being in a museum when you’re not normally supposed to be. Wild wood aglow is back so you can freeze your butt off but wander through the garden before checking out the exhibits, live music, and demonstrations. Science is cool ya know 🔭

Tell me your fav sober activities 👇",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,event,unknown,coffee_cafe,event,0.7,0,dry_run_keep_source
3803415912876417521,2026-01-05T14:15:30+00:00,https://www.instagram.com/p/DTIcp8UESHx/,"things to do in atl in January 💫 follow @atllovesmo for more & mark your calendar

What event are you most excited for??",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,event,unknown,,event,0.63,0,dry_run_keep_source
3802734995111496428,2026-01-04T15:44:27+00:00,https://www.instagram.com/p/DTGB1SOkUrs/,"Did you know Atlanta has its very own pro volleyball team?? 🏐💫👇

@atlantavibevb is ATL’s best professional women’s volleyball team (part of @mlv) and the team is stacked with incredibly talented players. If you’re always looking for fun, unique things to do around the city and ways to support Atlanta, this is such a good one. Games are high-energy and a ton of fun for date night, girls’ night, family night or something different than the usual dinner plans. 

The home opener is this Thursday, January 8th - so don’t miss out and get your tickets now!! Home Games run January–April and include fun themed nights with something for everyone mentioned below

📍 Gas South Arena (@gassouthdistrict)

✨ Home Opener Block Party – Jan 8 & Jan 11

🎓 Rep Your School Night – Feb 1

💡 Neon Night – Feb 21

🤠 Yeehaw on the Fast Track – Mar 1

💗 Gamechangers: Built by Her – Mar 13

🏙️ 404 Night – Apr 4

🦸 Superhero Showdown – Apr 17

🏄 Surf’s Up – Apr 19

🎪 Fampalooza – Apr 26

Grab your tickets now at the link in my bio 🎟️ 

Time to show some love to ATL’s super talented @atlantavibevb!!

Use code ATLLOVESMO15 for the Home Opener Block Party tickets! ✨🔗

This post was made in collaboration with @atlantavibevb 🫶 

#atlblog #thingstodoinatlanta #atldatenight",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,event,dinner,,event,0.675,0,dry_run_keep_source
3798559431345698644,2025-12-29T21:29:40+00:00,https://www.instagram.com/p/DS3Ma1bkfdU/,"If you’re looking for a good solo night out, date night, GNO.. all of the things👇

be sure to follow @atllovesmo for more inspo 💌

Friendly reminder there is a cool listening bar called @echoroomatl in west midtown with music specially curated by local legends. It’s a hi-fi vinyl listening bar where people gather to dance and listen to good music. Find them inside of @westside_motor_lounge. It was more lowkey when I visited with people really there for the music. Head to their page to see upcoming events. 

@luckystaratl is a stylish cafe by day thay transforms to a cool cocktail bar with an incredible Taiwanese menu at night. Have you been yet?? You can reserve a seat at the bar w @resy and watch the magic behind the incredible drink making. Think foraged ingredients, some cool sciencey stuff, and a spin on Southeast Asian flavors. Make note this is one of the best spots in town for NA cocktails as it’s goes way beyond your typical juice forward, citrusy substitutes. You’ll want to bring your friends so you can try one of everything. @chefjasonliang (behind @michelinguide starred @brushatl) pays homage to his roots and it’s sure to provide some comfort & warmth to you in this chilly weather. Find them in @starmetalsatl (walk past torchys). 

In case you missed it - there is a cocktail bar hidden under @hotelgranada_atlanta in midtown & it’s a vibeeee. @maypeel_atlanta is dark & moody in the best way with comfortable seating and deep blue walls. The cocktails were unique like their take on the pisco sour with matcha and strawberry-peychaud’s foam (it’s tart and citrusy if that’s ur thing!). There are light bites if you get hungry or you can dine on the outdoor patio of Pom Court @hotelgranada_atlanta then sneak downstairs for a night cap. You can valet or find garage parking nearby.

#atlblog #atleats #atldatenight #thingstodoinatlanta",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,event,dinner,coffee_cafe,event,0.744,0,dry_run_keep_source
3797775863409363524,2025-12-28T19:30:21+00:00,https://www.instagram.com/p/DS0aQa7EUpE/,"In case you haven’t heard the good news, everyone’s fav Mexican spot has opened a new location in Duluth 

Follow @atllovesmo for more 💌

If you’ve been otp Atlanta and feel like you’ve missed out on the @rrealtacos craze, you’re in luck. They’ve just opened a cute spot DT Duluth with a great outdoor area to hang. Checked it out yesterday and there was even live music on the square. You must try the taco feast or taco platter - it’s my favorite - paired with a pitcher of the spicy pineapple margarita. Perf for large groups, just make sure to make a res! 

#atlblog #atlfoodie",atllovesmo,"Duluth, Georgia",llm-refined-v1-dryrun-full,event,drinks,coffee_cafe|mexican,event,0.63,0,dry_run_keep_source
3797616475814042714,2025-12-28T14:13:03+00:00,https://www.instagram.com/p/DSz2BBqERxa/,"Swipe through for the nye lineup in Atlanta ✨ 

Are you staying in, headed outside, or traveling somewhere new?? 

💫NEW YEARS EVE IN ATL💫",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,unknown,unknown,,food_spot,0.63,0,dry_run_keep_source
3792810291076609690,2025-12-21T23:09:01+00:00,https://www.instagram.com/p/DSixN1UETaa/,"This is a one-night, prix-fixe experience where the most delicious ingredients live together on a single menu (no supplement games here)

@avize.atl has created a menu full of the best ingredients, like caviar, white truffles, lobster, and the wagyu (without forcing you into add-ons bc it’s automatically included at an accessible price). Paired with a curated wine program, it’s guaranteed to be the perfect night out. 

NYE Details 🥂
• Exclusive New Year’s Eve menu only
• No regular dinner service (vegetarian options available)
• Seatings at 6PM & 9PM
• 9PM seating includes a complimentary champagne toast + midnight surprise
• $195 | $250 with wine pairing
• Only 65 reservations available

In case you want to take a peek at the menu ✨
• Arpège Egg – burnt hay, maple, yeast
• Oyster – celeriac, fermented white asparagus, stone pine, caviar 
• Arctic Char – warm cider ponzu, caraway, shiso, mutsu apple, wasabi
• Truffle Risotto – koshihikari rice, shiro dashi, white truffle pâté
A definitive classic, reimagined with koji, shiro dashi, over-aged parmesan, and Alba white truffles (give me 10 of them)
• Bread & Butter Cart – cultured butter, black garlic butter, rye sourdough, fermented carrot brioche, pretzel
• Lobster – mandarin, carrot, curry
Fresh live lobsters processed just before service, finished with a rich carrot red curry made from the bodies, Madeira, peak-season local citrus, and uni
• Black Opal Australian Wagyu – A5 tartar, rosti, smoked mushroom, oxtail jus
South Australian barley-fed Wagyu alongside Japanese A5 on a rosti hashbrown, finished with braised oxtail jus seasoned with tawny port, black garlic, and smoked mushrooms
• Chocolate Dessert – kishu satsuma, gianduja, rhum chantilly

Make your res now 💫
Ps. They’re recommended by Michelin! 

Follow @atllovesmo for more 💌",atllovesmo,"Atlanta, Georgia",llm-refined-v1-dryrun-full,dinner,dinner,bakery|bbq|indian|italian|japanese|seafood,food_spot,0.744,0,dry_run_keep_source
